Match:69374512457;12345678912;Pontuacao:5
Match:69374512457;84210230120;Pontuacao:10
Match:69374512457;83298347013;Pontuacao:10
Match:69374512457;93619826319;Pontuacao:12
Match:69374512457;19798463932;Pontuacao:10
Match:69374512457;65478932145;Pontuacao:6
Match:69374512457;84723742372;Pontuacao:10
Match:69374512457;01827308100;Pontuacao:8
Match:69374512457;12398748751;Pontuacao:12
Match:12345678912;84210230120;Pontuacao:13
Match:12345678912;83298347013;Pontuacao:11
Match:12345678912;93619826319;Pontuacao:9
Match:12345678912;19798463932;Pontuacao:9
Match:12345678912;65478932145;Pontuacao:13
Match:12345678912;84723742372;Pontuacao:10
Match:12345678912;01827308100;Pontuacao:11
Match:12345678912;12398748751;Pontuacao:10
Match:84210230120;83298347013;Pontuacao:15
Match:84210230120;93619826319;Pontuacao:15
Match:84210230120;19798463932;Pontuacao:11
Match:84210230120;65478932145;Pontuacao:9
Match:84210230120;84723742372;Pontuacao:10
Match:84210230120;01827308100;Pontuacao:5
Match:84210230120;12398748751;Pontuacao:9
Match:83298347013;93619826319;Pontuacao:12
Match:83298347013;19798463932;Pontuacao:8
Match:83298347013;65478932145;Pontuacao:7
Match:83298347013;84723742372;Pontuacao:10
Match:83298347013;01827308100;Pontuacao:8
Match:83298347013;12398748751;Pontuacao:4
Match:93619826319;19798463932;Pontuacao:16
Match:93619826319;65478932145;Pontuacao:7
Match:93619826319;84723742372;Pontuacao:10
Match:93619826319;01827308100;Pontuacao:0
Match:93619826319;12398748751;Pontuacao:12
Match:19798463932;65478932145;Pontuacao:11
Match:19798463932;84723742372;Pontuacao:9
Match:19798463932;01827308100;Pontuacao:4
Match:19798463932;12398748751;Pontuacao:12
Match:65478932145;84723742372;Pontuacao:8
Match:65478932145;01827308100;Pontuacao:13
Match:65478932145;12398748751;Pontuacao:9
Match:84723742372;01827308100;Pontuacao:10
Match:84723742372;12398748751;Pontuacao:10
Match:01827308100;12398748751;Pontuacao:8
